normalization_mode,snr,max_persistence_mean,max_persistence_std,max_persistence_count,mean_persistence_mean,mean_persistence_std,mean_persistence_count,persistence_entropy_mean,persistence_entropy_std,persistence_entropy_count,normalized_entropy_mean,normalized_entropy_std,normalized_entropy_count,h1_bar_count_mean,h1_bar_count_std,h1_bar_count_count,max_persistence_sem,mean_persistence_sem,persistence_entropy_sem,normalized_entropy_sem,h1_bar_count_sem
physical_scale,-5,0.6609063092319276,0.10780735302083957,40,0.1754679432988968,0.013455922042986736,40,4.3449511334909126,0.07798041428651092,40,0.9312501579058663,0.009207969569760237,40,106.475,7.267728104082577,40,0.01704583920298435,0.0021275680836752107,0.01232978610144543,0.0014559078232981519,1.1491287111859112
physical_scale,0,0.44202412252395173,0.07935406326452753,40,0.11524794008835966,0.009824021414005433,40,4.298027563979494,0.07105145611648275,40,0.9293105608127845,0.007860102603550231,40,102.2,6.571890412183058,40,0.012546979075250183,0.0015533141725262577,0.011234221619979367,0.0012427913434919105,1.0391071117760622
physical_scale,5,0.3004027572337945,0.059197261351475086,40,0.07311550088264204,0.006419445277326627,40,4.03012450388875,0.0899747566588316,40,0.9184281086174287,0.012286677870624626,40,80.725,6.267488353113248,40,0.009359908855745933,0.0010150034195581699,0.014226258148065465,0.0019426943473980721,0.9909769202207765
physical_scale,10,0.30406417876487934,0.09786393687807676,40,0.05069496378626637,0.007415773146372863,40,3.6552157751424645,0.16178753207567667,40,0.8864432380771957,0.024551722363814484,40,62.075,6.703950232359183,40,0.015473647066283527,0.001172536687682574,0.02558085491883437,0.0038819681574873465,1.059987602733503
physical_scale,15,0.41297251158983955,0.0880920377918797,40,0.04362706501495556,0.007023843422853517,40,2.968182111623968,0.19075462053470965,40,0.7712185849387752,0.041028169852242884,40,47.225,5.540006016843906,40,0.013928574157398487,0.001110567157230514,0.030160953754540434,0.006487123248067073,0.8759518632131944
physical_scale,20,0.46834392736652075,0.048649270569088125,40,0.046913198901367956,0.010834605490903223,40,2.312947218740169,0.16538758847003052,40,0.6349433501684796,0.030645738404787688,40,38.6,5.886969530786639,40,0.0076921250752057194,0.001713101545031046,0.026150073814394947,0.004845516696841213,0.9308116116649258
physical_scale,25,0.4888411968515509,0.04332071757009337,40,0.05919714717022943,0.014827135934840443,40,1.777885451933578,0.14847622674226132,40,0.5314090262402875,0.03268291546162585,40,28.875,5.5478686136070445,40,0.006849606869718502,0.0023443760365512863,0.023476152744657395,0.005167622671673556,0.8771950489179438
physical_scale,30,0.49632668359160403,0.023118580573397825,40,0.06891207896537795,0.01864503464556491,40,1.4469142557499457,0.1746227460974055,40,0.46778791974648914,0.05044087026030671,40,22.5,4.391133257150285,40,0.003655368544102931,0.002948038826636768,0.02761028044705402,0.007975401859180975,0.6942991300954379
shape_normalized,-5,0.3219682769410605,0.051776932572898546,40,0.08600268438880884,0.006852712305736855,40,4.346134390203736,0.08916596312836189,40,0.9285824011683307,0.0075299712998381455,40,108.15,8.760488219623028,40,0.008186651859366078,0.00108350895179963,0.014098376662410811,0.001190593001159361,1.385154809454108
shape_normalized,0,0.32437071606910456,0.056293407232114304,40,0.08091937944871755,0.005649433076224087,40,4.287286394115465,0.07816676640608418,40,0.9277117420400725,0.008816544935702957,40,101.8,6.235547392334636,40,0.008900769205243807,0.0008932538004779876,0.012359250958678007,0.0013940181545022059,0.9859266108850506
shape_normalized,5,0.2804790208596063,0.07470793667101641,40,0.06547226460857261,0.008364707706264586,40,4.04657182097841,0.09526095738688646,40,0.9205996544641891,0.009665754426121845,40,81.4,7.274119913283015,40,0.01181236195860146,0.001322576415667939,0.01506207987154015,0.0015282899645199372,1.1501393449580413
shape_normalized,10,0.3275094319709661,0.0985941296275123,40,0.04864363372369117,0.005833667818076145,40,3.5998726016800617,0.17483813920095093,40,0.877118022766757,0.027258875416992578,40,60.85,6.4352793655614144,40,0.015589100677241372,0.0009223838708972702,0.027644337087028823,0.004310006638623432,1.0175070087328701
shape_normalized,15,0.40399029215639776,0.12167893392849308,40,0.04192619213326364,0.008279801808902924,40,3.01040663148789,0.21996053719950615,40,0.7823464045543508,0.0478128855245612,40,47.25,6.335694566582707,40,0.019239128723758894,0.0013091516145457725,0.0347788146452317,0.007559880988125398,1.0017612694777338
shape_normalized,20,0.47294680842710884,0.054802132015965864,40,0.04871793846556887,0.009640699528134707,40,2.255300130450328,0.17506084324956256,40,0.6303686268318025,0.036468146535953115,40,36.1,5.324351411084542,40,0.008664977890184358,0.001524328437310811,0.027679549688916505,0.00576612025491957,0.8418538761079316
shape_normalized,25,0.489518498684175,0.05527675474963022,40,0.05776249183317128,0.019212455518165337,40,1.8194235760318764,0.19576467331092257,40,0.5356055445957899,0.04298263592064071,40,30.275,5.363635869779916,40,0.0087400223335681,0.0030377559441036473,0.03095311265306457,0.0067961514673496514,0.8480652944141411
shape_normalized,30,0.4840752601886299,0.03590546209764815,40,0.06458639432027416,0.023312452227853928,40,1.4243216952460194,0.21661569621102286,40,0.455159387257814,0.063021317175932,40,23.225,4.486375385828086,40,0.005677152033470761,0.003686022344194252,0.03424994884849689,0.009964545170991776,0.7093582328866724
