seed,trial,snr,normalization_mode,tau,symbols,max_points,max_persistence,mean_persistence,persistence_entropy,normalized_entropy,h1_bar_count
0,0,30,shape_normalized,5,1000,200,0.4654580988210425,0.0686013846118812,1.6819249689498217,0.5047484221973482,28
0,1,30,shape_normalized,5,1000,200,0.5302211135659416,0.0817777743095494,1.5895103084489657,0.5142311477223533,22
0,2,30,shape_normalized,5,1000,200,0.43183173391188,0.03199573158863724,1.3203464237665394,0.38820047048292444,30
0,3,30,shape_normalized,5,1000,200,0.5110819937294956,0.08456779875713126,1.5815238760242003,0.49763910885393936,24
0,4,30,shape_normalized,5,1000,200,0.4982462062016314,0.09757486987784066,1.64761721246503,0.5595691485280718,19
0,5,30,shape_normalized,5,1000,200,0.4676513792703849,0.09156505878343502,1.5822925361691895,0.5281822244722939,20
0,6,30,shape_normalized,5,1000,200,0.49288455224355443,0.0776824297520777,1.3270948023166445,0.45071227887777116,19
0,7,30,shape_normalized,5,1000,200,0.42549881391725664,0.023936245178919985,1.2630828569999724,0.3923987521487227,25
0,8,30,shape_normalized,5,1000,200,0.5533193837245238,0.060999927996350976,1.3304853695745085,0.4441269272691332,20
0,9,30,shape_normalized,5,1000,200,0.5334317721356419,0.07265873745660684,1.3019975061225968,0.42765245872064606,21
0,0,25,shape_normalized,5,1000,200,0.5487798975237,0.05564195075175954,1.2537866718260748,0.41852427297805334,20
0,1,25,shape_normalized,5,1000,200,0.5326093351948276,0.06192841270457809,1.8838783869431186,0.5342273921774279,34
0,2,25,shape_normalized,5,1000,200,0.5097101496468365,0.08012942624993237,1.724745638344814,0.5500713825535524,23
0,3,25,shape_normalized,5,1000,200,0.5222084110167203,0.054931744402102266,1.8591187627409342,0.546607136876128,30
0,4,25,shape_normalized,5,1000,200,0.48195682741103296,0.06855410328803181,2.04229645675905,0.5892821940382765,32
0,5,25,shape_normalized,5,1000,200,0.47211768198234294,0.06456177703478846,2.0114496905344375,0.5752739426912064,33
0,6,25,shape_normalized,5,1000,200,0.47537095102893434,0.052808801805043076,1.767480197771069,0.5424885902381494,26
0,7,25,shape_normalized,5,1000,200,0.5596179273242131,0.046029019358513036,1.9343934985667737,0.5440799227281319,35
0,8,25,shape_normalized,5,1000,200,0.4670761533282076,0.053301384060328166,1.988121272446539,0.568602022874704,33
0,9,25,shape_normalized,5,1000,200,0.4893223651906059,0.05092776967274253,1.565075518956164,0.46968171196487396,28
0,0,20,shape_normalized,5,1000,200,0.5389012285865004,0.04997640630751597,2.048817766239834,0.6084460260351,29
0,1,20,shape_normalized,5,1000,200,0.44457292875319965,0.05383663795881122,2.2020975769308047,0.629799174810655,33
0,2,20,shape_normalized,5,1000,200,0.5300363375456053,0.0512735110336892,1.87620337464967,0.5320509237647764,34
0,3,20,shape_normalized,5,1000,200,0.4685559729589275,0.03935714081874669,2.1281645588378004,0.5985812139996964,35
0,4,20,shape_normalized,5,1000,200,0.4071853761028331,0.03863410782161883,2.3291552616593605,0.623157073665888,42
0,5,20,shape_normalized,5,1000,200,0.5027946802359774,0.057021665327036855,2.2074354467457105,0.62598121528881,34
0,6,20,shape_normalized,5,1000,200,0.41769978523022044,0.04903730461189364,2.2931347712028916,0.635055912839531,37
0,7,20,shape_normalized,5,1000,200,0.4629235500556075,0.05482370768045828,2.228546591940376,0.6171689985354563,37
0,8,20,shape_normalized,5,1000,200,0.4328510275951074,0.04768980906883139,2.3652835025400645,0.6328230539611975,42
0,9,20,shape_normalized,5,1000,200,0.5043622390301016,0.0631150335951748,2.142147579154808,0.6025141679820274,35
0,0,15,shape_normalized,5,1000,200,0.2589357541956936,0.03136418482181716,3.3144003689623025,0.8561685016157284,48
0,1,15,shape_normalized,5,1000,200,0.5242870209378064,0.04734535415390635,2.80830702401,0.7294024319386299,47
0,2,15,shape_normalized,5,1000,200,0.45319595188724526,0.04033292158549644,2.727287836178701,0.7552893480709304,37
0,3,15,shape_normalized,5,1000,200,0.5262067978202651,0.044490675131964204,2.674480788345179,0.7110711225350493,43
0,4,15,shape_normalized,5,1000,200,0.4611777264234451,0.04760146588766035,2.6594302206190106,0.6986251677856187,45
0,5,15,shape_normalized,5,1000,200,0.3146296719856565,0.039981691111305326,3.418193943392487,0.8491665340099072,56
0,6,15,shape_normalized,5,1000,200,0.3981326386211952,0.04177307122261113,2.9448811919841114,0.782963177018056,43
0,7,15,shape_normalized,5,1000,200,0.4013648181444456,0.04414940887064389,2.821902397047273,0.7598889549898066,41
0,8,15,shape_normalized,5,1000,200,0.5279758733841021,0.04613361409285201,2.8387393692824765,0.7748578141933139,39
