normalization_mode,snr,max_persistence_mean,max_persistence_std,max_persistence_count,mean_persistence_mean,mean_persistence_std,mean_persistence_count,persistence_entropy_mean,persistence_entropy_std,persistence_entropy_count,normalized_entropy_mean,normalized_entropy_std,normalized_entropy_count,h1_bar_count_mean,h1_bar_count_std,h1_bar_count_count,max_persistence_sem,mean_persistence_sem,persistence_entropy_sem,normalized_entropy_sem,h1_bar_count_sem
physical_scale,-5,0.6455913999148175,0.10809539185576006,40,0.17156279127582602,0.012246343845813188,40,4.338852817027717,0.06768707525484445,40,0.929966382702573,0.007622694901983904,40,106.4,6.067145655928856,40,0.017091382141630848,0.001936316978117778,0.010702266298026526,0.0012052538899411547,0.9592999584365725
physical_scale,0,0.4386474681232248,0.0906611868618707,40,0.10788917790064585,0.00826364203605291,40,4.253571456577772,0.08621007848218877,40,0.9252907328816686,0.009670293928727425,40,99.45,7.313317672890692,40,0.014334792292882235,0.0013065965301119228,0.013631010263279411,0.0015290077229038323,1.1563370549348417
physical_scale,5,0.46469061030429193,0.11346882408369174,40,0.07227085063613199,0.006377071026261607,40,4.009239309112969,0.10026484217674955,40,0.9016118027788703,0.01673372451898087,40,85.525,5.647724751773487,40,0.01794099637627171,0.001008303462182706,0.01585326352579217,0.002645834160889253,0.8929836906656652
physical_scale,10,0.6118983119516611,0.17287045276326607,40,0.05650039835060557,0.009072963021051993,40,3.4523138114309084,0.19879709363227296,40,0.8115389040813655,0.03929537373213457,40,70.525,5.6703796282264145,40,0.02733321854382347,0.0014345614136503262,0.031432580404986914,0.0062131441250548244,0.8965657411507135
physical_scale,15,0.8373363056086784,0.11246765984864458,40,0.05655057314639618,0.010808042650207555,40,2.6769389270725377,0.19773642096976485,40,0.655657936307129,0.03837008034180295,40,59.575,6.961017830085571,40,0.017782698411539247,0.0017089015911449198,0.03126487333171688,0.006066842394187468,1.1006335588056684
physical_scale,20,0.9664861515987786,0.11842673875762963,40,0.06778503577820212,0.014435712649646269,40,2.056540352040786,0.14739166479908244,40,0.5264276849468853,0.03028442727112408,40,50.0,5.896543968226708,40,0.018724911516992446,0.002282486581029324,0.023304668444458224,0.004788388390523485,0.9323254631461961
physical_scale,25,0.9954488929344538,0.1467739569826595,40,0.07198950594356199,0.020345929215997184,40,1.7671114897339126,0.12771160584394994,40,0.46947318431674334,0.025924881952104347,40,43.525,6.209948593866262,40,0.02320700026303894,0.003216973871755752,0.020192977905227616,0.004099083751982099,0.9818790854588659
physical_scale,30,1.0681768434990115,0.08485707618036877,40,0.08499801355599942,0.020747840707618707,40,1.5131213591753008,0.1368068901278742,40,0.41897737298486143,0.03276909668671967,40,37.4,5.705597791103589,40,0.013417081815619321,0.0032805216583217368,0.021631068620424326,0.0051812491198155635,0.9021342216356465
shape_normalized,-5,0.3229112760791192,0.04945800836949803,40,0.08489398427044262,0.006022701741490318,40,4.3385952583838625,0.07916596574983958,40,0.9300076825915419,0.008000351174459009,40,106.45,7.632420726993905,40,0.007819997749164217,0.0009522727585486013,0.012517238246818638,0.001264966589624679,1.2067916778989463
shape_normalized,0,0.31278599810861374,0.05854734516475984,40,0.07656934200011714,0.0055629947518857255,40,4.256075243578678,0.07875425569368152,40,0.9263842010653291,0.007231376634449482,40,99.125,6.816975417746045,40,0.009257148083834361,0.0008795867013761083,0.012452141171165873,0.0011433810391691598,1.0778584536727662
shape_normalized,5,0.3703241144643195,0.09298579707941654,40,0.06299870333966211,0.006491355352639305,40,4.01292359269617,0.09611748946069298,40,0.9076866833515135,0.011093101446787313,40,83.45,6.928018179640976,40,0.014702345440859452,0.0010263734007932852,0.015197509483650952,0.0017539733443578524,1.0954158559359528
shape_normalized,10,0.6262649547004298,0.1159474531603764,40,0.05684521565745909,0.007938626500898159,40,3.3932300695543973,0.13570251690528842,40,0.8033041553634238,0.027506348547550567,40,68.475,4.987098740365365,40,0.01833290204412389,0.0012552070618105458,0.021456451881910768,0.004349135576236205,0.7885295467855629
shape_normalized,15,0.818884795921765,0.13488101527595864,40,0.05786054269594041,0.010745989053847613,40,2.6514175373919313,0.17982970583364155,40,0.6557060311880055,0.03983270873154013,40,57.25,5.531958432830465,40,0.021326561069399695,0.0016990900560698123,0.028433573069618797,0.006298104248287164,0.8746794284559929
shape_normalized,20,0.9707153634621368,0.09643474832566151,40,0.06835611711837661,0.015257031555454336,40,2.0555801163788763,0.13263441947544458,40,0.5269490434458821,0.028098126735748942,40,49.775,5.80224315597215,40,0.01524767251470997,0.002412348502414863,0.02097134308383001,0.004442703923451937,0.91741519554978
shape_normalized,25,1.0278280197309726,0.11088274728923717,40,0.08007697073428745,0.020663763692286098,40,1.685739256197741,0.10984796775992417,40,0.45620618715726613,0.024935788449015048,40,40.675,5.867719165495926,40,0.017532101732542528,0.0032672279149557394,0.017368488723105226,0.00394269433755025,0.9277678616594807
shape_normalized,30,1.052732931080199,0.0975251317313119,40,0.08374780708346757,0.022813062214900433,40,1.485556882265693,0.12799534761857692,40,0.41230414725200726,0.04019868557581008,40,37.275,4.862137864703612,40,0.015420077268945297,0.00360706185011055,0.02023784141898559,0.006355970268225854,0.768771497510551
