snr,max_p_mean,max_p_std,entropy_mean,entropy_std
30,1.084425357778113,0.02242517248064994,1.5524103413537067,0.0393509718700604
25,1.0610588876347482,0.02860977871161164,1.6585478284991837,0.07028490276431425
20,0.9709790285482598,0.06261243685764639,2.0443408060956205,0.14083713410413268
15,0.8080016184021513,0.09799582890110195,2.6084640659592995,0.1764865939775201
10,0.5905718122375989,0.10721810373914004,3.423936057939195,0.11529020651417521
5,0.3132129641701305,0.06890978235399947,4.023646727756789,0.05567629184921024
0,0.2881227772895402,0.058225149448677814,4.269367867944679,0.10065516711538956
-5,0.3161919005042216,0.049514413162162076,4.351017203840167,0.08227639610043291
