snr,max_p_mean,max_p_std,entropy_mean,entropy_std
30,1.0849236201546162,0.022425733160741788,1.5524103413537067,0.039350971870060376
25,1.0627589989805661,0.028745398734281925,1.6585478284991837,0.07028490276431422
20,0.9758476719408022,0.06274121097100688,2.0443408060956205,0.1408371341041325
15,0.8205672591719727,0.09935857103236101,2.6084640659593,0.17648659397752026
10,0.61915001327802,0.11224904373353942,3.423936057939195,0.11529020651417535
5,0.3595317734147204,0.07932729063633963,4.023646727756788,0.055676291849210524
0,0.40744753752579455,0.08184597257869583,4.269367867944679,0.10065516711538935
-5,0.6447817480505094,0.10179903305468657,4.351017203840167,0.08227639610043287
